"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"2001-03-24","Sweden","North Macedonia","1","0","FIFA World Cup qualification","Gothenburg","Sweden","FALSE"
"2001-03-24","Trinidad and Tobago","Guatemala","3","1","Friendly","Port of Spain","Trinidad and Tobago","FALSE"
"2001-03-24","Turkey","Slovakia","1","1","FIFA World Cup qualification","Istanbul","Turkey","FALSE"
"2001-03-24","Ukraine","Belarus","0","0","FIFA World Cup qualification","Kyiv","Ukraine","FALSE"
"2001-03-24","Zambia","Nigeria","1","1","African Cup of Nations qualification","Chingola","Zambia","FALSE"
"2001-03-25","Costa Rica","Trinidad and Tobago","3","0","FIFA World Cup qualification","Alajuela","Costa Rica","FALSE"
"2001-03-25","Angola","Burkina Faso","2","0","African Cup of Nations qualification","Luanda","Angola","FALSE"
"2001-03-25","Burundi","Algeria","0","1","African Cup of Nations qualification","Bujumbura","Burundi","FALSE"
"2001-03-25","Congo","Liberia","0","1","African Cup of Nations qualification","Pointe-Noire","Congo","FALSE"
"2001-03-25","Ghana","DR Congo","3","0","African Cup of Nations qualification","Accra","Ghana","FALSE"
"2001-03-25","Malaysia","Palestine","4","3","FIFA World Cup qualification","Doha","Qatar","TRUE"
"2001-03-25","Mexico","Jamaica","4","0","FIFA World Cup qualification","Mexico City","Mexico","FALSE"
"2001-03-25","Qatar","Hong Kong","3","0","FIFA World Cup qualification","Doha","Qatar","FALSE"
"2001-03-25","Sudan","Ivory Coast","0","0","African Cup of Nations qualification","Omdurman","Sudan","FALSE"
"2001-03-27","Colombia","Bolivia","2","0","FIFA World Cup qualification","Bogotá","Colombia","FALSE"
"2001-03-27","Oman","United Arab Emirates","2","1","Friendly","Muscat","Oman","FALSE"
"2001-03-27","Peru","Chile","3","1","FIFA World Cup qualification","Lima","Peru","FALSE"
"2001-03-28","Albania","England","1","3","FIFA World Cup qualification","Tirana","Albania","FALSE"
"2001-03-28","Andorra","Republic of Ireland","0","3","FIFA World Cup qualification","Barcelona","Spain","TRUE"
"2001-03-28","Argentina","Venezuela","5","0","FIFA World Cup qualification","Buenos Aires","Argentina","FALSE"
"2001-03-28","Austria","Israel","2","1","FIFA World Cup qualification","Vienna","Austria","FALSE"
"2001-03-28","Belarus","Norway","2","1","FIFA World Cup qualification","Minsk","Belarus","FALSE"
"2001-03-28","Bulgaria","Northern Ireland","4","3","FIFA World Cup qualification","Sofia","Bulgaria","FALSE"
"2001-03-28","Cyprus","Estonia","2","2","FIFA World Cup qualification","Limassol","Cyprus","FALSE"
"2001-03-28","Czech Republic","Denmark","0","0","FIFA World Cup qualification","Prague","Czech Republic","FALSE"
"2001-03-28","Ecuador","Brazil","1","0","FIFA World Cup qualification","Quito","Ecuador","FALSE"
"2001-03-28","Georgia","Romania","0","2","FIFA World Cup qualification","Tbilisi","Georgia","FALSE"
"2001-03-28","Greece","Germany","2","4","FIFA World Cup qualification","Athens","Greece","FALSE"
"2001-03-28","Honduras","United States","1","2","FIFA World Cup qualification","San Pedro Sula","Honduras","FALSE"
"2001-03-28","Italy","Lithuania","4","0","FIFA World Cup qualification","Trieste","Italy","FALSE"
"2001-03-28","Liechtenstein","Bosnia and Herzegovina","0","3","FIFA World Cup qualification","Vaduz","Liechtenstein","FALSE"
"2001-03-28","North Macedonia","Turkey","1","2","FIFA World Cup qualification","Skopje","North Macedonia","FALSE"
"2001-03-28","Martinique","Guadeloupe","4","1","Friendly","Fort-de-France","Martinique","FALSE"
"2001-03-28","Moldova","Sweden","0","2","FIFA World Cup qualification","Chișinău","Moldova","FALSE"
"2001-03-28","Poland","Armenia","4","0","FIFA World Cup qualification","Warsaw","Poland","FALSE"
"2001-03-28","Portugal","Netherlands","2","2","FIFA World Cup qualification","Porto","Portugal","FALSE"
"2001-03-28","Russia","Faroe Islands","1","0","FIFA World Cup qualification","Moscow","Russia","FALSE"
"2001-03-28","Scotland","San Marino","4","0","FIFA World Cup qualification","Glasgow","Scotland","FALSE"
"2001-03-28","Slovakia","Azerbaijan","3","1","FIFA World Cup qualification","Trnava","Slovakia","FALSE"
"2001-03-28","Slovenia","Serbia","1","1","FIFA World Cup qualification","Ljubljana","Slovenia","FALSE"
"2001-03-28","Spain","France","2","1","Friendly","Valencia","Spain","FALSE"
"2001-03-28","Sri Lanka","Cambodia","1","0","Friendly","Colombo","Sri Lanka","FALSE"
"2001-03-28","Switzerland","Luxembourg","5","0","FIFA World Cup qualification","Zürich","Switzerland","FALSE"
"2001-03-28","Uruguay","Paraguay","0","1","FIFA World Cup qualification","Montevideo","Uruguay","FALSE"
"2001-03-28","Wales","Ukraine","1","1","FIFA World Cup qualification","Cardiff","Wales","FALSE"
"2001-04-01","Maldives","Cambodia","6","0","FIFA World Cup qualification","Malé","Maldives","FALSE"
"2001-04-04","Barbados","Grenada","2","1","CFU Caribbean Cup qualification","Paramaribo","Suriname","TRUE"
"2001-04-04","Cayman Islands","British Virgin Islands","2","2","CFU Caribbean Cup qualification","Fort-de-France","Martinique","TRUE"
"2001-04-04","Cuba","Dominica","3","1","CFU Caribbean Cup qualification","Uitvlugt","Guyana","TRUE"
"2001-04-04","Guyana","Saint Martin","2","0","CFU Caribbean Cup qualification","Georgetown","Guyana","FALSE"
"2001-04-04","Lebanon","Bahrain","1","1","Friendly","Beirut","Lebanon","FALSE"
"2001-04-04","Suriname","Aruba","5","0","CFU Caribbean Cup qualification","Paramaribo","Suriname","FALSE"
"2001-04-05","Haiti","Panama","1","1","Friendly","Port-au-Prince","Haiti","FALSE"
"2001-04-05","Oman","Sudan","0","1","Friendly","Muscat","Oman","FALSE"
"2001-04-06","Cuba","Saint Martin","1","0","CFU Caribbean Cup qualification","Uitvlugt","Guyana","TRUE"
"2001-04-06","Grenada","Aruba","4","2","CFU Caribbean Cup qualification","Paramaribo","Suriname","TRUE"
"2001-04-06","Guyana","Dominica","2","0","CFU Caribbean Cup qualification","Georgetown","Guyana","FALSE"
"2001-04-06","Martinique","British Virgin Islands","6","0","CFU Caribbean Cup qualification","Fort-de-France","Martinique","FALSE"
"2001-04-06","Suriname","Barbados","2","2","CFU Caribbean Cup qualification","Paramaribo","Suriname","FALSE"
"2001-04-07","Brunei","Yemen","0","5","FIFA World Cup qualification","Bandar Seri Begawan","Brunei","FALSE"
"2001-04-07","Fiji","American Samoa","13","0","FIFA World Cup qualification","Coffs Harbour","Australia","TRUE"
"2001-04-07","Haiti","Panama","0","0","Friendly","Cap-Haïtien","Haiti","FALSE"
"2001-04-07","Mauritania","Cape Verde","0","1","Friendly","Nouakchott","Mauritania","FALSE"
"2001-04-07","Oman","Sudan","1","1","Friendly","Muscat","Oman","FALSE"
"2001-04-07","Samoa","Tonga","0","1","FIFA World Cup qualification","Coffs Harbour","Australia","TRUE"
"2001-04-08","Barbados","Aruba","5","2","CFU Caribbean Cup qualification","Paramaribo","Suriname","TRUE"
"2001-04-08","Dominica","Saint Martin","2","3","CFU Caribbean Cup qualification","Georgetown","Guyana","TRUE"
"2001-04-08","Guyana","Cuba","0","3","CFU Caribbean Cup qualification","Georgetown","Guyana","FALSE"
"2001-04-08","India","United Arab Emirates","1","0","FIFA World Cup qualification","Bangalore","India","FALSE"
"2001-04-08","Indonesia","Maldives","5","0","FIFA World Cup qualification","Jakarta","Indonesia","FALSE"
"2001-04-08","Mali","Liberia","3","0","Friendly","Bamako","Mali","FALSE"
"2001-04-08","Martinique","Cayman Islands","1","1","CFU Caribbean Cup qualification","Fort-de-France","Martinique","FALSE"
"2001-04-08","Mauritius","Namibia","1","0","COSAFA Cup","Mapou","Mauritius","FALSE"
"2001-04-08","Suriname","Grenada","3","1","CFU Caribbean Cup qualification","Paramaribo","Suriname","FALSE"
"2001-04-09","American Samoa","Samoa","0","8","FIFA World Cup qualification","Coffs Harbour","Australia","TRUE"
"2001-04-09","Australia","Tonga","22","0","FIFA World Cup qualification","Coffs Harbour","Australia","FALSE"
"2001-04-10","Guadeloupe","Saint Lucia","2","3","CFU Caribbean Cup qualification","Port-au-Prince","Haiti","TRUE"
"2001-04-10","Haiti","United States Virgin Islands","12","1","CFU Caribbean Cup qualification","Port-au-Prince","Haiti","FALSE"
"2001-04-11","Australia","American Samoa","31","0","FIFA World Cup qualification","Coffs Harbour","Australia","FALSE"
"2001-04-11","Mexico","Chile","1","0","Friendly","Monterrey","Mexico","FALSE"
"2001-04-11","Samoa","Fiji","1","6","FIFA World Cup qualification","Coffs Harbour","Australia","TRUE"
"2001-04-12","Guadeloupe","United States Virgin Islands","11","0","CFU Caribbean Cup qualification","Port-au-Prince","Haiti","TRUE"
"2001-04-12","Haiti","Saint Lucia","3","2","CFU Caribbean Cup qualification","Port-au-Prince","Haiti","FALSE"
"2001-04-12","Iraq","Macau","8","0","FIFA World Cup qualification","Baghdad","Iraq","FALSE"
"2001-04-12","Nepal","Kazakhstan","0","6","FIFA World Cup qualification","Baghdad","Iraq","TRUE"
"2001-04-14","American Samoa","Tonga","0","5","FIFA World Cup qualification","Coffs Harbour","Australia","TRUE"
"2001-04-14","Australia","Fiji","2","0","FIFA World Cup qualification","Coffs Harbour","Australia","FALSE"
"2001-04-14","Brunei","United Arab Emirates","0","12","FIFA World Cup qualification","Bandar Seri Begawan","Brunei","FALSE"
"2001-04-14","Haiti","Guadeloupe","2","0","CFU Caribbean Cup qualification","Port-au-Prince","Haiti","FALSE"
"2001-04-14","Iraq","Nepal","9","1","FIFA World Cup qualification","Baghdad","Iraq","FALSE"
"2001-04-14","Kazakhstan","Macau","3","0","FIFA World Cup qualification","Baghdad","Iraq","TRUE"
"2001-04-14","Saint Lucia","United States Virgin Islands","14","1","CFU Caribbean Cup qualification","Port-au-Prince","Haiti","TRUE"
"2001-04-15","Cambodia","Maldives","1","1","FIFA World Cup qualification","Phnom Penh","Cambodia","FALSE"
"2001-04-15","India","Yemen","1","1","FIFA World Cup qualification","Bangalore","India","FALSE"
"2001-04-16","Australia","Samoa","11","0","FIFA World Cup qualification","Coffs Harbour","Australia","FALSE"
"2001-04-16","Bahrain","Oman","0","1","Friendly","Manama","Bahrain","FALSE"
"2001-04-16","Iraq","Kazakhstan","1","1","FIFA World Cup qualification","Baghdad","Iraq","FALSE"
"2001-04-16","Nepal","Macau","4","1","FIFA World Cup qualification","Baghdad","Iraq","TRUE"
"2001-04-16","Tonga","Fiji","1","8","FIFA World Cup qualification","Coffs Harbour","Australia","TRUE"
"2001-04-21","Burkina Faso","Malawi","4","2","FIFA World Cup qualification","Ouagadougou","Burkina Faso","FALSE"
"2001-04-21","Kazakhstan","Nepal","4","0","FIFA World Cup qualification","Almaty","Kazakhstan","FALSE"
"2001-04-21","Macau","Iraq","0","5","FIFA World Cup qualification","Almaty","Kazakhstan","TRUE"
"2001-04-21","Morocco","Namibia","3","0","FIFA World Cup qualification","Rabat","Morocco","FALSE"
"2001-04-21","Senegal","Algeria","3","0","FIFA World Cup qualification","Dakar","Senegal","FALSE"
"2001-04-21","Sierra Leone","Nigeria","1","0","FIFA World Cup qualification","Freetown","Sierra Leone","FALSE"
"2001-04-21","Zambia","Angola","1","1","FIFA World Cup qualification","Chingola","Zambia","FALSE"
"2001-04-22","Cameroon","Libya","1","0","FIFA World Cup qualification","Yaoundé","Cameroon","FALSE"
"2001-04-22","China PR","Maldives","10","1","FIFA World Cup qualification","Xi'an","China PR","FALSE"
"2001-04-22","DR Congo","Madagascar","1","0","FIFA World Cup qualification","Kinshasa","DR Congo","FALSE"
"2001-04-22","Indonesia","Cambodia","6","0","FIFA World Cup qualification","Jakarta","Indonesia","FALSE"
"2001-04-22","Ivory Coast","Congo","2","0","FIFA World Cup qualification","Abidjan","Ivory Coast","FALSE"
"2001-04-22","Liberia","Sudan","2","0","FIFA World Cup qualification","Paynesville","Liberia","FALSE"
"2001-04-22","Mozambique","Lesotho","1","0","Friendly","Beira","Mozambique","FALSE"
"2001-04-23","Iraq","Nepal","4","2","FIFA World Cup qualification","Almaty","Kazakhstan","TRUE"
"2001-04-23","Kazakhstan","Macau","5","0","FIFA World Cup qualification","Almaty","Kazakhstan","FALSE"
"2001-04-23","Turkmenistan","Jordan","2","0","FIFA World Cup qualification","Tashkent","Uzbekistan","TRUE"
"2001-04-23","Uzbekistan","Taiwan","7","0","FIFA World Cup qualification","Tashkent","Uzbekistan","FALSE"
"2001-04-24","Belize","Nicaragua","2","0","Friendly","Belize City","Belize","FALSE"
"2001-04-24","Chile","Uruguay","0","1","FIFA World Cup qualification","Santiago","Chile","FALSE"
"2001-04-24","Ecuador","Paraguay","2","1","FIFA World Cup qualification","Quito","Ecuador","FALSE"
"2001-04-24","Egypt","Canada","3","0","Friendly","Cairo","Egypt","FALSE"
"2001-04-24","Georgia","Israel","3","2","Friendly","Tbilisi","Georgia","FALSE"
"2001-04-24","Iran","South Korea","0","1","Friendly","Cairo","Egypt","TRUE"
"2001-04-24","Panama","Haiti","2","0","Friendly","Panama City","Panama","FALSE"
"2001-04-24","Venezuela","Colombia","2","2","FIFA World Cup qualification","San Cristóbal","Venezuela","FALSE"
"2001-04-25","Austria","Liechtenstein","2","0","FIFA World Cup qualification","Innsbruck","Austria","FALSE"
"2001-04-25","Bolivia","Argentina","3","3","FIFA World Cup qualification","La Paz","Bolivia","FALSE"
"2001-04-25","Brazil","Peru","1","1","FIFA World Cup qualification","São Paulo","Brazil","FALSE"
"2001-04-25","Croatia","Greece","2","2","Friendly","Varaždin","Croatia","FALSE"
"2001-04-25","Czech Republic","Belgium","1","1","Friendly","Prague","Czech Republic","FALSE"
"2001-04-25","Denmark","Slovenia","3","0","Friendly","Copenhagen","Denmark","FALSE"
"2001-04-25","France","Portugal","4","0","Friendly","Saint-Denis","France","FALSE"
"2001-04-25","Hungary","Finland","0","0","Friendly","Budapest","Hungary","FALSE"
"2001-04-25","Republic of Ireland","Andorra","3","1","FIFA World Cup qualification","Dublin","Republic of Ireland","FALSE"
"2001-04-25","Italy","South Africa","1","0","Friendly","Perugia","Italy","FALSE"
"2001-04-25","Jamaica","Honduras","1","1","FIFA World Cup qualification","Kingston","Jamaica","FALSE"
"2001-04-25","Kazakhstan","Iraq","1","1","FIFA World Cup qualification","Almaty","Kazakhstan","FALSE"
"2001-04-25","Latvia","San Marino","1","1","FIFA World Cup qualification","Riga","Latvia","FALSE"
"2001-04-25","Lebanon","Philippines","3","0","Friendly","Tripoli","Lebanon","FALSE"
"2001-04-25","Macau","Nepal","1","6","FIFA World Cup qualification","Almaty","Kazakhstan","TRUE"
"2001-04-25","Malta","Iceland","1","4","FIFA World Cup qualification","Attard","Malta","FALSE"
"2001-04-25","Moldova","Estonia","0","0","Friendly","Chișinău","Moldova","FALSE"
"2001-04-25","Netherlands","Cyprus","4","0","FIFA World Cup qualification","Eindhoven","Netherlands","FALSE"
"2001-04-25","Norway","Bulgaria","2","1","Friendly","Oslo","Norway","FALSE"
"2001-04-25","Poland","Scotland","1","1","Friendly","Bydgoszcz","Poland","FALSE"
"2001-04-25","Romania","Slovakia","0","0","Friendly","Ploiești","Romania","FALSE"
"2001-04-25","Serbia","Russia","0","1","FIFA World Cup qualification","Belgrade","Yugoslavia","TRUE"
"2001-04-25","Spain","Japan","1","0","Friendly","Córdoba","Spain","FALSE"
"2001-04-25","Switzerland","Sweden","0","2","Friendly","Geneva","Switzerland","FALSE"
"2001-04-25","Trinidad and Tobago","Mexico","1","1","FIFA World Cup qualification","Port of Spain","Trinidad and Tobago","FALSE"
"2001-04-25","Turkey","Albania","0","2","Friendly","Gaziantep","Turkey","FALSE"
"2001-04-25","United States","Costa Rica","1","0","FIFA World Cup qualification","Kansas City","United States","FALSE"
"2001-04-25","Uzbekistan","Turkmenistan","1","0","FIFA World Cup qualification","Tashkent","Uzbekistan","FALSE"
"2001-04-25","Taiwan","Jordan","0","2","FIFA World Cup qualification","Tashkent","Uzbekistan","TRUE"
"2001-04-26","Belize","Nicaragua","2","1","Friendly","Belize City","Belize","FALSE"
"2001-04-26","Canada","Iran","1","0","Friendly","Cairo","Egypt","TRUE"
"2001-04-26","Egypt","South Korea","1","2","Friendly","Cairo","Egypt","FALSE"
"2001-04-26","United Arab Emirates","India","1","0","FIFA World Cup qualification","Al Ain","United Arab Emirates","FALSE"
"2001-04-27","Uzbekistan","Jordan","2","2","FIFA World Cup qualification","Tashkent","Uzbekistan","FALSE"
"2001-04-27","Yemen","Brunei","1","0","FIFA World Cup qualification","Sana'a","Yemen","FALSE"
"2001-04-27","Taiwan","Turkmenistan","0","5","FIFA World Cup qualification","Tashkent","Uzbekistan","TRUE"
"2001-04-28","Bangladesh","Bhutan","3","1","Friendly","Dhaka","Bangladesh","FALSE"
"2001-04-28","Congo","Madagascar","2","0","FIFA World Cup qualification","Pointe-Noire","Congo","FALSE"
"2001-04-28","Maldives","China PR","0","1","FIFA World Cup qualification","Malé","Maldives","FALSE"
"2001-04-29","Cambodia","Indonesia","0","2","FIFA World Cup qualification","Phnom Penh","Cambodia","FALSE"
"2001-04-29","Mozambique","South Africa","0","3","COSAFA Cup","Maputo","Mozambique","FALSE"
"2001-04-30","Oman","Laos","12","0","FIFA World Cup qualification","Muscat","Oman","FALSE"
"2001-04-30","Syria","Philippines","12","0","FIFA World Cup qualification","Aleppo","Syria","FALSE"
"2001-05-03","Jordan","Taiwan","6","0","FIFA World Cup qualification","Amman","Jordan","FALSE"
"2001-05-03","Turkmenistan","Uzbekistan","2","5","FIFA World Cup qualification","Amman","Jordan","TRUE"
"2001-05-04","Algeria","Morocco","1","2","FIFA World Cup qualification","Algiers","Algeria","FALSE"
"2001-05-04","Oman","Laos","7","0","FIFA World Cup qualification","Muscat","Oman","FALSE"
"2001-05-04","Syria","Philippines","5","1","FIFA World Cup qualification","Aleppo","Syria","FALSE"
"2001-05-04","United Arab Emirates","Brunei","4","0","FIFA World Cup qualification","Al Ain","United Arab Emirates","FALSE"
"2001-05-04","Yemen","India","3","3","FIFA World Cup qualification","Sana'a","Yemen","FALSE"
"2001-05-05","Jordan","Turkmenistan","1","2","FIFA World Cup qualification","Amman","Jordan","FALSE"
"2001-05-05","Madagascar","Tunisia","0","2","FIFA World Cup qualification","Antananarivo","Madagascar","FALSE"
"2001-05-05","Nigeria","Liberia","2","0","FIFA World Cup qualification","Port Harcourt","Nigeria","FALSE"
"2001-05-05","Sierra Leone","Ghana","1","1","FIFA World Cup qualification","Freetown","Sierra Leone","FALSE"
"2001-05-05","South Africa","Zimbabwe","2","1","FIFA World Cup qualification","Johannesburg","South Africa","FALSE"
"2001-05-05","Saint Kitts and Nevis","Puerto Rico","2","0","Friendly","Basseterre","Saint Kitts and Nevis","FALSE"
"2001-05-05","Taiwan","Uzbekistan","0","4","FIFA World Cup qualification","Amman","Jordan","TRUE"
"2001-05-06","Angola","Cameroon","2","0","FIFA World Cup qualification","Luanda","Angola","FALSE"
"2001-05-06","Cambodia","China PR","0","4","FIFA World Cup qualification","Phnom Penh","Cambodia","FALSE"
"2001-05-06","Congo","DR Congo","1","1","FIFA World Cup qualification","Pointe-Noire","Congo","FALSE"
"2001-05-06","Egypt","Senegal","1","0","FIFA World Cup qualification","Cairo","Egypt","FALSE"
"2001-05-06","Maldives","Indonesia","0","2","FIFA World Cup qualification","Malé","Maldives","FALSE"
"2001-05-06","Togo","Zambia","3","2","FIFA World Cup qualification","Lomé","Togo","FALSE"
"2001-05-07","Guernsey","Jersey","4","1","Friendly","St. Sampson","Guernsey","FALSE"
